Time[s], Channel 0, Channel 1
7.953084, 0, 1
7.953088, 1, 1
7.953094, 0, 1
7.953100, 1, 1
7.953104, 0, 0
7.953110, 1, 0
7.953114, 1, 1
7.953392, 1, 0
7.953396, 0, 0
7.953402, 1, 0
7.953408, 0, 1
7.953414, 1, 1
7.953418, 0, 1
7.953424, 1, 1
7.953428, 0, 1
7.953434, 1, 1
7.953438, 0, 1
7.953444, 1, 1
7.953450, 0, 1
7.953456, 1, 1
7.953460, 0, 1
7.953466, 1, 1
7.953470, 0, 1
7.953476, 1, 1
7.953480, 0, 1
7.953486, 1, 1
7.953492, 0, 0
7.953498, 1, 0
7.953502, 1, 1
7.954058, 1, 0
7.954062, 0, 1
7.954068, 1, 1
7.954072, 0, 0
7.954078, 1, 0
7.954082, 0, 0
7.954090, 1, 0
7.954094, 0, 0
7.954100, 1, 0
7.954104, 0, 0
7.954110, 1, 0
7.954114, 0, 0
7.954120, 1, 0
7.954124, 0, 0
7.954132, 1, 0
7.954136, 0, 1
7.954142, 1, 1
7.954146, 0, 1
7.954152, 1, 1
7.954156, 0, 0
7.954162, 1, 0
7.954168, 1, 1
7.954432, 1, 0
7.954436, 0, 0
7.954438, 0, 1
7.954444, 1, 1
7.954448, 0, 0
7.954454, 1, 0
7.954458, 0, 0
7.954464, 1, 0
7.954468, 0, 0
7.954474, 1, 0
7.954478, 0, 0
7.954486, 1, 0
7.954490, 0, 0
7.954496, 1, 0
7.954500, 0, 1
7.954506, 1, 1
7.954510, 0, 1
7.954516, 1, 1
7.954522, 0, 1
7.954528, 1, 1
7.954532, 0, 0
7.954538, 1, 0
7.954542, 1, 1
7.954820, 1, 0
7.954824, 0, 1
7.954830, 1, 1
7.954834, 0, 0
7.954840, 1, 0
7.954846, 0, 0
7.954852, 1, 0
7.954856, 0, 0
7.954862, 1, 0
7.954866, 0, 0
7.954872, 1, 0
7.954876, 0, 0
7.954878, 0, 1
7.954882, 1, 1
7.954888, 0, 0
7.954894, 1, 0
7.954898, 0, 1
7.954904, 1, 1
7.954908, 0, 1
7.954914, 1, 1
7.954918, 0, 0
7.954924, 1, 0
7.954930, 1, 1
7.955212, 1, 0
7.955216, 0, 1
7.955222, 1, 1
7.955228, 0, 0
7.955234, 1, 0
7.955238, 0, 0
7.955244, 1, 0
7.955248, 0, 0
7.955254, 1, 0
7.955258, 0, 0
7.955264, 1, 0
7.955270, 0, 1
7.955276, 1, 1
7.955280, 0, 1
7.955286, 1, 1
7.955290, 0, 1
7.955296, 1, 1
7.955300, 0, 1
7.955306, 1, 1
7.955312, 0, 0
7.955318, 1, 0
7.955322, 1, 1
7.955616, 1, 0
7.955620, 0, 0
7.955622, 0, 1
7.955628, 1, 1
7.955632, 0, 0
7.955638, 1, 0
7.955642, 0, 0
7.955648, 1, 0
7.955652, 0, 0
7.955658, 1, 0
7.955662, 0, 0
7.955664, 0, 1
7.955670, 1, 1
7.955674, 0, 0
7.955680, 1, 0
7.955684, 0, 0
7.955690, 1, 0
7.955694, 0, 1
7.955700, 1, 1
7.955706, 0, 1
7.955712, 1, 1
7.955716, 0, 0
7.955722, 1, 0
7.955726, 1, 1
7.956004, 1, 0
7.956008, 0, 1
7.956014, 1, 1
7.956018, 0, 0
7.956024, 1, 0
7.956028, 0, 0
7.956034, 1, 0
7.956040, 0, 0
7.956046, 1, 0
7.956050, 0, 1
7.956056, 1, 1
7.956060, 0, 0
7.956066, 1, 0
7.956070, 0, 0
7.956072, 0, 1
7.956076, 1, 1
7.956082, 0, 1
7.956088, 1, 1
7.956092, 0, 1
7.956098, 1, 1
7.956102, 0, 0
7.956108, 1, 0
7.956114, 1, 1
7.956390, 1, 0
7.956394, 0, 1
7.956400, 1, 1
7.956404, 0, 0
7.956410, 1, 0
7.956416, 0, 0
7.956422, 1, 0
7.956426, 0, 0
7.956432, 1, 0
7.956436, 0, 1
7.956442, 1, 1
7.956446, 0, 1
7.956452, 1, 1
7.956458, 0, 0
7.956464, 1, 0
7.956468, 0, 1
7.956474, 1, 1
7.956478, 0, 1
7.956484, 1, 1
7.956488, 0, 0
7.956494, 1, 0
7.956500, 1, 1
7.956776, 1, 0
7.956782, 0, 1
7.956788, 1, 1
7.956792, 0, 0
7.956798, 1, 0
7.956802, 0, 0
7.956808, 1, 0
7.956812, 0, 0
7.956818, 1, 0
7.956824, 0, 1
7.956830, 1, 1
7.956834, 0, 1
7.956840, 1, 1
7.956844, 0, 1
7.956850, 1, 1
7.956854, 0, 1
7.956860, 1, 1
7.956866, 0, 1
7.956872, 1, 1
7.956876, 0, 0
7.956882, 1, 0
7.956886, 1, 1
7.957164, 1, 0
7.957168, 0, 1
7.957174, 1, 1
7.957178, 0, 0
7.957184, 1, 0
7.957188, 0, 0
7.957194, 1, 0
7.957200, 0, 1
7.957206, 1, 1
7.957210, 0, 0
7.957216, 1, 0
7.957220, 0, 0
7.957226, 1, 0
7.957230, 0, 0
7.957238, 1, 0
7.957242, 0, 1
7.957248, 1, 1
7.957252, 0, 1
7.957258, 1, 1
7.957262, 0, 0
7.957268, 1, 0
7.957274, 1, 1
7.957552, 1, 0
7.957556, 0, 1
7.957562, 1, 1
7.957566, 0, 0
7.957572, 1, 0
7.957576, 0, 0
7.957582, 1, 0
7.957588, 0, 1
7.957594, 1, 1
7.957598, 0, 0
7.957604, 1, 0
7.957608, 0, 0
7.957614, 1, 0
7.957618, 0, 0
7.957620, 0, 1
7.957624, 1, 1
7.957630, 0, 1
7.957636, 1, 1
7.957640, 0, 1
7.957646, 1, 1
7.957650, 0, 0
7.957656, 1, 0
7.957662, 1, 1
7.957938, 1, 0
7.957944, 0, 1
7.957950, 1, 1
7.957954, 0, 0
7.957960, 1, 0
7.957964, 0, 0
7.957970, 1, 0
7.957974, 0, 0
7.957976, 0, 1
7.957980, 1, 1
7.957986, 0, 0
7.957992, 1, 0
7.957996, 0, 1
7.958002, 1, 1
7.958006, 0, 0
7.958012, 1, 0
7.958016, 0, 0
7.958018, 0, 1
7.958022, 1, 1
7.958028, 0, 1
7.958034, 1, 1
7.958038, 0, 0
7.958044, 1, 0
7.958048, 1, 1
7.958326, 1, 0
7.958330, 0, 0
7.958332, 0, 1
7.958338, 1, 1
7.958342, 0, 0
7.958348, 1, 0
7.958352, 0, 0
7.958358, 1, 0
7.958362, 0, 1
7.958368, 1, 1
7.958374, 0, 0
7.958380, 1, 0
7.958384, 0, 1
7.958390, 1, 1
7.958394, 0, 1
7.958400, 1, 1
7.958404, 0, 1
7.958410, 1, 1
7.958416, 0, 1
7.958422, 1, 1
7.958426, 0, 0
7.958432, 1, 0
7.958436, 1, 1
7.958714, 1, 0
7.958718, 0, 1
7.958724, 1, 1
7.958728, 0, 0
7.958734, 1, 0
7.958738, 0, 0
7.958746, 1, 0
7.958750, 0, 1
7.958756, 1, 1
7.958760, 0, 1
7.958766, 1, 1
7.958770, 0, 0
7.958776, 1, 0
7.958782, 0, 0
7.958788, 1, 0
7.958792, 0, 1
7.958798, 1, 1
7.958802, 0, 1
7.958808, 1, 1
7.958812, 0, 0
7.958818, 1, 0
7.958824, 1, 1
7.959100, 1, 0
7.959104, 0, 0
7.959106, 0, 1
7.959110, 1, 1
7.959116, 0, 0
7.959122, 1, 0
7.959126, 0, 0
7.959132, 1, 0
7.959136, 0, 1
7.959142, 1, 1
7.959146, 0, 1
7.959152, 1, 1
7.959158, 0, 0
7.959164, 1, 0
7.959168, 0, 1
7.959174, 1, 1
7.959178, 0, 1
7.959184, 1, 1
7.959188, 0, 1
7.959194, 1, 1
7.959200, 0, 0
7.959206, 1, 0
7.959210, 1, 1
7.959488, 1, 0
7.959492, 0, 1
7.959498, 1, 1
7.959502, 0, 0
7.959508, 1, 0
7.959514, 0, 0
7.959520, 1, 0
7.959524, 0, 1
7.959530, 1, 1
7.959534, 0, 1
7.959540, 1, 1
7.959544, 0, 1
7.959550, 1, 1
7.959556, 0, 0
7.959562, 1, 0
7.959566, 0, 1
7.959572, 1, 1
7.959576, 0, 1
7.959582, 1, 1
7.959586, 0, 0
7.959592, 1, 0
7.959598, 1, 1
7.959874, 1, 0
7.959878, 0, 1
7.959884, 1, 1
7.959890, 0, 0
7.959896, 1, 0
7.959900, 0, 0
7.959906, 1, 0
7.959910, 0, 1
7.959916, 1, 1
7.959920, 0, 1
7.959926, 1, 1
7.959932, 0, 1
7.959938, 1, 1
7.959942, 0, 1
7.959948, 1, 1
7.959952, 0, 1
7.959958, 1, 1
7.959962, 0, 1
7.959968, 1, 1
7.959974, 0, 0
7.959980, 1, 0
7.959984, 1, 1
7.960538, 1, 0
7.960542, 0, 1
7.960548, 1, 1
7.960552, 0, 0
7.960558, 1, 0
7.960562, 0, 0
7.960564, 0, 1
7.960568, 1, 1
7.960574, 0, 0
7.960580, 1, 0
7.960584, 0, 0
7.960590, 1, 0
7.960594, 0, 0
7.960600, 1, 0
7.960604, 0, 0
7.960612, 1, 0
7.960616, 0, 1
7.960622, 1, 1
7.960626, 0, 1
7.960632, 1, 1
7.960636, 0, 0
7.960642, 1, 0
7.960648, 1, 1
7.960922, 1, 0
7.960926, 0, 0
7.960928, 0, 1
7.960934, 1, 1
7.960938, 0, 0
7.960944, 1, 0
7.960948, 0, 1
7.960954, 1, 1
7.960958, 0, 0
7.960964, 1, 0
7.960968, 0, 0
7.960976, 1, 0
7.960980, 0, 0
7.960986, 1, 0
7.960990, 0, 1
7.960996, 1, 1
7.961000, 0, 1
7.961006, 1, 1
7.961010, 0, 1
7.961018, 1, 1
7.961022, 0, 0
7.961028, 1, 0
7.961032, 1, 1
7.961308, 1, 0
7.961312, 0, 0
7.961314, 0, 1
7.961318, 1, 1
7.961324, 0, 0
7.961330, 1, 0
7.961334, 0, 1
7.961340, 1, 1
7.961344, 0, 0
7.961350, 1, 0
7.961354, 0, 0
7.961362, 1, 0
7.961366, 0, 1
7.961372, 1, 1
7.961376, 0, 0
7.961382, 1, 0
7.961386, 0, 1
7.961392, 1, 1
7.961396, 0, 1
7.961404, 1, 1
7.961408, 0, 0
7.961414, 1, 0
7.961418, 1, 1
7.961698, 1, 0
7.961702, 0, 0
7.961704, 0, 1
7.961708, 1, 1
7.961714, 0, 0
7.961720, 1, 0
7.961724, 0, 1
7.961730, 1, 1
7.961734, 0, 0
7.961740, 1, 0
7.961744, 0, 0
7.961750, 1, 0
7.961756, 0, 1
7.961762, 1, 1
7.961766, 0, 1
7.961772, 1, 1
7.961776, 0, 1
7.961782, 1, 1
7.961786, 0, 1
7.961792, 1, 1
7.961798, 0, 0
7.961804, 1, 0
7.961808, 1, 1
7.962086, 1, 0
7.962090, 0, 1
7.962096, 1, 1
7.962100, 0, 0
7.962106, 1, 0
7.962112, 0, 1
7.962118, 1, 1
7.962122, 0, 0
7.962128, 1, 0
7.962132, 0, 1
7.962138, 1, 1
7.962142, 0, 0
7.962148, 1, 0
7.962154, 0, 0
7.962160, 1, 0
7.962164, 0, 1
7.962170, 1, 1
7.962174, 0, 1
7.962180, 1, 1
7.962184, 0, 0
7.962190, 1, 0
7.962196, 1, 1
7.962472, 1, 0
7.962476, 0, 1
7.962482, 1, 1
7.962486, 0, 1
7.962488, 0, 0
7.962492, 1, 0
7.962498, 0, 1
7.962504, 1, 1
7.962508, 0, 0
7.962514, 1, 0
7.962518, 0, 1
7.962524, 1, 1
7.962528, 0, 1
7.962530, 0, 0
7.962534, 1, 0
7.962540, 0, 1
7.962546, 1, 1
7.962550, 0, 1
7.962556, 1, 1
7.962560, 0, 1
7.962566, 1, 1
7.962570, 0, 1
7.962572, 0, 0
7.962576, 1, 0
7.962582, 1, 1
7.962858, 1, 0
7.962862, 0, 0
7.962864, 0, 1
7.962868, 1, 1
7.962874, 0, 0
7.962880, 1, 0
7.962884, 0, 1
7.962890, 1, 1
7.962894, 0, 0
7.962900, 1, 0
7.962904, 0, 0
7.962906, 0, 1
7.962910, 1, 1
7.962916, 0, 1
7.962922, 1, 1
7.962926, 0, 0
7.962932, 1, 0
7.962936, 0, 1
7.962942, 1, 1
7.962946, 0, 1
7.962952, 1, 1
7.962958, 0, 0
7.962964, 1, 0
7.962968, 1, 1
7.963246, 1, 0
7.963250, 0, 1
7.963256, 1, 1
7.963260, 0, 1
7.963262, 0, 0
7.963268, 1, 0
7.963272, 0, 1
7.963278, 1, 1
7.963282, 0, 0
7.963288, 1, 0
7.963292, 0, 1
7.963298, 1, 1
7.963302, 0, 1
7.963310, 1, 1
7.963314, 0, 1
7.963320, 1, 1
7.963324, 0, 1
7.963330, 1, 1
7.963334, 0, 1
7.963340, 1, 1
7.963346, 0, 0
7.963352, 1, 0
7.963356, 1, 1
7.963632, 1, 0
7.963636, 0, 1
7.963642, 1, 1
7.963646, 0, 1
7.963648, 0, 0
7.963652, 1, 0
7.963658, 0, 1
7.963664, 1, 1
7.963668, 0, 1
7.963674, 1, 1
7.963678, 0, 0
7.963684, 1, 0
7.963688, 0, 0
7.963694, 1, 0
7.963700, 0, 0
7.963706, 1, 0
7.963710, 0, 1
7.963716, 1, 1
7.963720, 0, 1
7.963726, 1, 1
7.963730, 0, 1
7.963732, 0, 0
7.963736, 1, 0
7.963742, 1, 1
7.964020, 1, 0
7.964024, 0, 1
7.964030, 1, 1
7.964034, 0, 0
7.964040, 1, 0
7.964044, 0, 1
7.964050, 1, 1
7.964056, 0, 1
7.964062, 1, 1
7.964066, 0, 0
7.964072, 1, 0
7.964076, 0, 0
7.964082, 1, 0
7.964086, 0, 1
7.964092, 1, 1
7.964098, 0, 1
7.964104, 1, 1
7.964108, 0, 1
7.964114, 1, 1
7.964118, 0, 0
7.964124, 1, 0
7.964130, 1, 1
7.964430, 1, 0
7.964434, 0, 0
7.964436, 0, 1
7.964440, 1, 1
7.964446, 0, 0
7.964452, 1, 0
7.964456, 0, 1
7.964462, 1, 1
7.964466, 0, 1
7.964472, 1, 1
7.964476, 0, 0
7.964482, 1, 0
7.964488, 0, 1
7.964494, 1, 1
7.964498, 0, 0
7.964504, 1, 0
7.964508, 0, 1
7.964514, 1, 1
7.964518, 0, 1
7.964524, 1, 1
7.964530, 0, 0
7.964536, 1, 0
7.964540, 1, 1
7.964816, 1, 0
7.964820, 0, 0
7.964822, 0, 1
7.964826, 1, 1
7.964832, 0, 0
7.964838, 1, 0
7.964842, 0, 1
7.964848, 1, 1
7.964852, 0, 1
7.964858, 1, 1
7.964862, 0, 1
7.964864, 0, 0
7.964868, 1, 0
7.964874, 0, 1
7.964880, 1, 1
7.964884, 0, 1
7.964890, 1, 1
7.964894, 0, 1
7.964900, 1, 1
7.964904, 0, 1
7.964910, 1, 1
7.964916, 0, 0
7.964922, 1, 0
7.964926, 1, 1
7.965204, 1, 0
7.965208, 0, 1
7.965214, 1, 1
7.965218, 0, 0
7.965224, 1, 0
7.965228, 0, 0
7.965230, 0, 1
7.965236, 1, 1
7.965240, 0, 1
7.965246, 1, 1
7.965250, 0, 1
7.965256, 1, 1
7.965260, 0, 0
7.965266, 1, 0
7.965270, 0, 0
7.965278, 1, 0
7.965282, 0, 1
7.965288, 1, 1
7.965292, 0, 1
7.965298, 1, 1
7.965302, 0, 0
7.965308, 1, 0
7.965314, 1, 1
7.965612, 1, 0
7.965616, 0, 1
7.965622, 1, 1
7.965626, 0, 0
7.965632, 1, 0
7.965636, 0, 0
7.965638, 0, 1
7.965642, 1, 1
7.965648, 0, 1
7.965654, 1, 1
7.965658, 0, 1
7.965664, 1, 1
7.965668, 0, 0
7.965674, 1, 0
7.965678, 0, 0
7.965680, 0, 1
7.965686, 1, 1
7.965690, 0, 1
7.965696, 1, 1
7.965700, 0, 1
7.965706, 1, 1
7.965710, 0, 0
7.965716, 1, 0
7.965722, 1, 1
7.965998, 1, 0
7.966002, 0, 0
7.966004, 0, 1
7.966008, 1, 1
7.966014, 0, 0
7.966020, 1, 0
7.966024, 0, 1
7.966030, 1, 1
7.966034, 0, 1
7.966040, 1, 1
7.966044, 0, 1
7.966050, 1, 1
7.966056, 0, 1
7.966062, 1, 1
7.966066, 0, 0
7.966072, 1, 0
7.966076, 0, 1
7.966082, 1, 1
7.966086, 0, 1
7.966092, 1, 1
7.966098, 0, 0
7.966104, 1, 0
7.966108, 1, 1
7.966386, 1, 0
7.966390, 0, 1
7.966396, 1, 1
7.966400, 0, 0
7.966406, 1, 0
7.966410, 0, 0
7.966412, 0, 1
7.966416, 1, 1
7.966422, 0, 1
7.966428, 1, 1
7.966432, 0, 1
7.966438, 1, 1
7.966442, 0, 1
7.966448, 1, 1
7.966452, 0, 1
7.966458, 1, 1
7.966464, 0, 1
7.966470, 1, 1
7.966474, 0, 1
7.966480, 1, 1
7.966484, 0, 0
7.966490, 1, 0
7.966496, 1, 1
7.967050, 1, 0
7.967054, 0, 0
7.967056, 0, 1
7.967062, 1, 1
7.967066, 0, 1
7.967072, 1, 1
7.967076, 0, 0
7.967082, 1, 0
7.967086, 0, 0
7.967092, 1, 0
7.967096, 0, 0
7.967104, 1, 0
7.967108, 0, 0
7.967114, 1, 0
7.967118, 0, 0
7.967124, 1, 0
7.967128, 0, 1
7.967134, 1, 1
7.967140, 0, 1
7.967146, 1, 1
7.967150, 0, 0
7.967156, 1, 0
7.967160, 1, 1
7.967430, 1, 0
7.967434, 0, 1
7.967440, 1, 1
7.967444, 0, 1
7.967450, 1, 1
7.967456, 0, 0
7.967462, 1, 0
7.967466, 0, 0
7.967472, 1, 0
7.967476, 0, 0
7.967482, 1, 0
7.967486, 0, 0
7.967492, 1, 0
7.967498, 0, 1
7.967504, 1, 1
7.967508, 0, 1
7.967514, 1, 1
7.967518, 0, 1
7.967524, 1, 1
7.967528, 0, 1
7.967530, 0, 0
7.967534, 1, 0
7.967540, 1, 1
7.967816, 1, 0
7.967822, 0, 1
7.967828, 1, 1
7.967832, 0, 1
7.967838, 1, 1
7.967842, 0, 0
7.967848, 1, 0
7.967852, 0, 0
7.967858, 1, 0
7.967864, 0, 0
7.967870, 1, 0
7.967874, 0, 1
7.967880, 1, 1
7.967884, 0, 0
7.967890, 1, 0
7.967894, 0, 0
7.967896, 0, 1
7.967900, 1, 1
7.967906, 0, 1
7.967912, 1, 1
7.967916, 0, 0
7.967922, 1, 0
7.967926, 1, 1
7.968212, 1, 0
7.968216, 0, 1
7.968222, 1, 1
7.968226, 0, 1
7.968232, 1, 1
7.968238, 0, 0
7.968244, 1, 0
7.968248, 0, 0
7.968254, 1, 0
7.968258, 0, 0
7.968264, 1, 0
7.968268, 0, 0
7.968270, 0, 1
7.968274, 1, 1
7.968280, 0, 1
7.968286, 1, 1
7.968290, 0, 1
7.968296, 1, 1
7.968300, 0, 1
7.968306, 1, 1
7.968310, 0, 1
7.968312, 0, 0
7.968316, 1, 0
7.968322, 1, 1
7.968618, 1, 0
7.968622, 0, 1
7.968628, 1, 1
7.968632, 0, 1
7.968638, 1, 1
7.968644, 0, 0
7.968650, 1, 0
7.968654, 0, 0
7.968660, 1, 0
7.968664, 0, 1
7.968670, 1, 1
7.968674, 0, 1
7.968676, 0, 0
7.968680, 1, 0
7.968686, 0, 0
7.968692, 1, 0
7.968696, 0, 1
7.968702, 1, 1
7.968706, 0, 1
7.968712, 1, 1
7.968716, 0, 1
7.968718, 0, 0
7.968722, 1, 0
7.968728, 1, 1
7.969004, 1, 0
7.969008, 0, 0
7.969010, 0, 1
7.969014, 1, 1
7.969020, 0, 1
7.969026, 1, 1
7.969030, 0, 0
7.969036, 1, 0
7.969040, 0, 0
7.969046, 1, 0
7.969050, 0, 0
7.969052, 0, 1
7.969056, 1, 1
7.969062, 0, 0
7.969068, 1, 0
7.969072, 0, 1
7.969078, 1, 1
7.969082, 0, 1
7.969088, 1, 1
7.969092, 0, 1
7.969098, 1, 1
7.969104, 0, 0
7.969110, 1, 0
7.969114, 1, 1
7.969392, 1, 0
7.969396, 0, 1
7.969402, 1, 1
7.969406, 0, 1
7.969412, 1, 1
7.969416, 0, 1
7.969418, 0, 0
7.969422, 1, 0
7.969428, 0, 0
7.969434, 1, 0
7.969438, 0, 1
7.969444, 1, 1
7.969448, 0, 1
7.969454, 1, 1
7.969458, 0, 1
7.969460, 0, 0
7.969464, 1, 0
7.969470, 0, 1
7.969476, 1, 1
7.969480, 0, 1
7.969486, 1, 1
7.969490, 0, 0
7.969496, 1, 0
7.969502, 1, 1
7.969778, 1, 0
7.969782, 0, 0
7.969784, 0, 1
7.969788, 1, 1
7.969794, 0, 1
7.969800, 1, 1
7.969804, 0, 0
7.969810, 1, 0
7.969814, 0, 0
7.969820, 1, 0
7.969824, 0, 0
7.969826, 0, 1
7.969830, 1, 1
7.969836, 0, 1
7.969842, 1, 1
7.969846, 0, 1
7.969852, 1, 1
7.969856, 0, 1
7.969862, 1, 1
7.969866, 0, 1
7.969872, 1, 1
7.969878, 0, 0
7.969884, 1, 0
7.969888, 1, 1
7.970164, 1, 0
7.970168, 0, 0
7.970170, 0, 1
7.970176, 1, 1
7.970180, 0, 1
7.970186, 1, 1
7.970190, 0, 0
7.970196, 1, 0
7.970200, 0, 1
7.970206, 1, 1
7.970210, 0, 1
7.970212, 0, 0
7.970218, 1, 0
7.970222, 0, 0
7.970228, 1, 0
7.970232, 0, 0
7.970238, 1, 0
7.970242, 0, 1
7.970248, 1, 1
7.970254, 0, 0
7.970260, 1, 0
7.970264, 0, 0
7.970270, 1, 0
7.970274, 0, 0
7.970280, 1, 0
7.970284, 0, 0
7.970290, 1, 0
7.970296, 0, 0
7.970302, 1, 0
7.970306, 0, 0
7.970312, 1, 0
7.970316, 0, 0
7.970322, 1, 0
7.970326, 0, 0
7.970332, 1, 0
7.970338, 0, 0
7.970344, 1, 0
7.970348, 0, 1
7.970354, 1, 1
7.970358, 0, 0
7.970364, 1, 0
7.970370, 1, 1
7.970648, 1, 0
7.970652, 0, 1
7.970658, 1, 1
7.970662, 0, 1
7.970668, 1, 1
7.970672, 0, 1
7.970674, 0, 0
7.970680, 1, 0
7.970684, 0, 1
7.970690, 1, 1
7.970694, 0, 0
7.970700, 1, 0
7.970704, 0, 0
7.970710, 1, 0
7.970714, 0, 0
7.970716, 0, 1
7.970722, 1, 1
7.970726, 0, 1
7.970732, 1, 1
7.970736, 0, 1
7.970742, 1, 1
7.970746, 0, 0
7.970752, 1, 0
7.970758, 1, 1
7.971036, 1, 0
7.971040, 0, 1
7.971046, 1, 1
7.971050, 0, 1
7.971056, 1, 1
7.971060, 0, 0
7.971066, 1, 0
7.971072, 0, 1
7.971078, 1, 1
7.971082, 0, 0
7.971088, 1, 0
7.971092, 0, 1
7.971098, 1, 1
7.971102, 0, 0
7.971108, 1, 0
7.971114, 0, 1
7.971120, 1, 1
7.971124, 0, 1
7.971130, 1, 1
7.971134, 0, 0
7.971140, 1, 0
7.971146, 1, 1
7.971434, 1, 0
7.971438, 0, 1
7.971444, 1, 1
7.971450, 0, 1
7.971456, 1, 1
7.971460, 0, 0
7.971466, 1, 0
7.971470, 0, 1
7.971476, 1, 1
7.971480, 0, 0
7.971486, 1, 0
7.971492, 0, 1
7.971498, 1, 1
7.971502, 0, 1
7.971508, 1, 1
7.971512, 0, 1
7.971518, 1, 1
7.971522, 0, 1
7.971528, 1, 1
7.971534, 0, 0
7.971540, 1, 0
7.971544, 1, 1
7.971822, 1, 0
7.971826, 0, 1
7.971832, 1, 1
7.971836, 0, 1
7.971842, 1, 1
7.971846, 0, 1
7.971848, 0, 0
7.971852, 1, 0
7.971858, 0, 1
7.971864, 1, 1
7.971868, 0, 1
7.971874, 1, 1
7.971878, 0, 0
7.971884, 1, 0
7.971888, 0, 0
7.971894, 1, 0
7.971900, 0, 1
7.971906, 1, 1
7.971910, 0, 1
7.971916, 1, 1
7.971920, 0, 0
7.971926, 1, 0
7.971932, 1, 1
7.972208, 1, 0
7.972212, 0, 1
7.972218, 1, 1
7.972222, 0, 1
7.972228, 1, 1
7.972234, 0, 0
7.972240, 1, 0
7.972244, 0, 1
7.972250, 1, 1
7.972254, 0, 1
7.972260, 1, 1
7.972264, 0, 0
7.972270, 1, 0
7.972276, 0, 1
7.972282, 1, 1
7.972286, 0, 1
7.972292, 1, 1
7.972296, 0, 1
7.972302, 1, 1
7.972306, 0, 0
7.972312, 1, 0
7.972318, 1, 1
7.972616, 1, 0
7.972622, 0, 1
7.972628, 1, 1
7.972632, 0, 1
7.972638, 1, 1
7.972642, 0, 0
7.972648, 1, 0
7.972652, 0, 0
7.972654, 0, 1
7.972658, 1, 1
7.972664, 0, 1
7.972670, 1, 1
7.972674, 0, 1
7.972680, 1, 1
7.972684, 0, 0
7.972690, 1, 0
7.972694, 0, 0
7.972696, 0, 1
7.972700, 1, 1
7.972706, 0, 1
7.972712, 1, 1
7.972716, 0, 0
7.972722, 1, 0
7.972726, 1, 1
7.973004, 1, 0
7.973008, 0, 1
7.973014, 1, 1
7.973018, 0, 1
7.973024, 1, 1
7.973030, 0, 0
7.973036, 1, 0
7.973040, 0, 1
7.973046, 1, 1
7.973050, 0, 1
7.973056, 1, 1
7.973060, 0, 1
7.973066, 1, 1
7.973072, 0, 1
7.973078, 1, 1
7.973082, 0, 1
7.973088, 1, 1
7.973092, 0, 1
7.973098, 1, 1
7.973102, 0, 1
7.973104, 0, 0
7.973108, 1, 0
7.973114, 1, 1
7.973670, 1, 0
7.973674, 0, 1
7.973680, 1, 1
7.973684, 0, 1
7.973690, 1, 1
7.973694, 0, 1
7.973702, 1, 1
7.973706, 0, 0
7.973712, 1, 0
7.973716, 0, 0
7.973722, 1, 0
7.973726, 0, 0
7.973732, 1, 0
7.973736, 0, 0
7.973744, 1, 0
7.973748, 0, 1
7.973754, 1, 1
7.973758, 0, 1
7.973764, 1, 1
7.973768, 0, 0
7.973774, 1, 0
7.973780, 1, 1
7.974044, 1, 0
7.974048, 0, 1
7.974054, 1, 1
7.974058, 0, 1
7.974064, 1, 1
7.974070, 0, 1
7.974076, 1, 1
7.974080, 0, 0
7.974086, 1, 0
7.974090, 0, 0
7.974096, 1, 0
7.974100, 0, 0
7.974108, 1, 0
7.974112, 0, 1
7.974118, 1, 1
7.974122, 0, 1
7.974128, 1, 1
7.974132, 0, 1
7.974138, 1, 1
7.974142, 0, 1
7.974144, 0, 0
7.974150, 1, 0
7.974154, 1, 1
7.974434, 1, 0
7.974438, 0, 1
7.974444, 1, 1
7.974448, 0, 1
7.974456, 1, 1
7.974460, 0, 1
7.974466, 1, 1
7.974470, 0, 0
7.974476, 1, 0
7.974480, 0, 0
7.974486, 1, 0
7.974492, 0, 1
7.974498, 1, 1
7.974502, 0, 0
7.974508, 1, 0
7.974512, 0, 1
7.974518, 1, 1
7.974522, 0, 1
7.974528, 1, 1
7.974534, 0, 0
7.974540, 1, 0
7.974544, 1, 1
7.974822, 1, 0
7.974826, 0, 0
7.974828, 0, 1
7.974834, 1, 1
7.974838, 0, 1
7.974844, 1, 1
7.974848, 0, 1
7.974854, 1, 1
7.974858, 0, 0
7.974864, 1, 0
7.974868, 0, 0
7.974876, 1, 0
7.974880, 0, 1
7.974886, 1, 1
7.974890, 0, 1
7.974896, 1, 1
7.974900, 0, 1
7.974906, 1, 1
7.974912, 0, 1
7.974918, 1, 1
7.974922, 0, 0
7.974928, 1, 0
7.974932, 1, 1
7.975210, 1, 0
7.975214, 0, 1
7.975220, 1, 1
7.975224, 0, 1
7.975230, 1, 1
7.975234, 0, 1
7.975240, 1, 1
7.975246, 0, 0
7.975252, 1, 0
7.975256, 0, 1
7.975262, 1, 1
7.975266, 0, 0
7.975272, 1, 0
7.975276, 0, 0
7.975282, 1, 0
7.975288, 0, 1
7.975294, 1, 1
7.975298, 0, 1
7.975304, 1, 1
7.975308, 0, 0
7.975314, 1, 0
7.975320, 1, 1
7.975616, 1, 0
7.975622, 0, 1
7.975628, 1, 1
7.975632, 0, 1
7.975638, 1, 1
