Time[s], Channel 0, Channel 1
7.975642, 0, 1
7.975648, 1, 1
7.975652, 0, 0
7.975658, 1, 0
7.975664, 0, 1
7.975670, 1, 1
7.975674, 0, 0
7.975680, 1, 0
7.975684, 0, 1
7.975690, 1, 1
7.975694, 0, 1
7.975700, 1, 1
7.975706, 0, 1
7.975712, 1, 1
7.975716, 0, 0
7.975722, 1, 0
7.975726, 1, 1
7.976004, 1, 0
7.976008, 0, 1
7.976014, 1, 1
7.976020, 0, 1
7.976026, 1, 1
7.976030, 0, 1
7.976036, 1, 1
7.976040, 0, 0
7.976046, 1, 0
7.976050, 0, 1
7.976056, 1, 1
7.976062, 0, 1
7.976068, 1, 1
7.976072, 0, 0
7.976078, 1, 0
7.976082, 0, 1
7.976088, 1, 1
7.976092, 0, 1
7.976098, 1, 1
7.976104, 0, 0
7.976110, 1, 0
7.976114, 1, 1
7.976390, 1, 0
7.976394, 0, 0
7.976396, 0, 1
7.976400, 1, 1
7.976406, 0, 1
7.976412, 1, 1
7.976416, 0, 1
7.976422, 1, 1
7.976426, 0, 0
7.976432, 1, 0
7.976436, 0, 0
7.976438, 0, 1
7.976444, 1, 1
7.976448, 0, 1
7.976454, 1, 1
7.976458, 0, 1
7.976464, 1, 1
7.976468, 0, 1
7.976474, 1, 1
7.976478, 0, 1
7.976480, 0, 0
7.976486, 1, 0
7.976490, 0, 0
7.976496, 1, 0
7.976500, 0, 0
7.976506, 1, 0
7.976510, 0, 0
7.976516, 1, 0
7.976522, 0, 0
7.976528, 1, 0
7.976532, 0, 0
7.976538, 1, 0
7.976542, 0, 0
7.976548, 1, 0
7.976552, 0, 0
7.976558, 1, 0
7.976564, 0, 0
7.976570, 1, 0
7.976574, 0, 1
7.976580, 1, 1
7.976584, 0, 0
7.976590, 1, 0
7.976596, 1, 1
9.979776, 1, 0
9.979780, 0, 1
9.979786, 1, 1
9.979790, 0, 1
9.979796, 1, 1
9.979802, 0, 0
9.979808, 1, 0
9.979812, 0, 1
9.979818, 1, 1
9.979822, 0, 0
9.979828, 1, 0
9.979832, 0, 0
9.979840, 1, 0
9.979844, 0, 0
9.979850, 1, 0
9.979854, 0, 0
9.979860, 1, 0
9.979864, 0, 0
9.979870, 1, 0
9.979874, 0, 0
9.979882, 1, 0
9.979886, 0, 0
9.979892, 1, 0
9.979896, 0, 0
9.979902, 1, 0
9.979906, 0, 1
9.979912, 1, 1
9.979916, 0, 1
9.979924, 1, 1
9.979928, 0, 0
9.979934, 1, 0
9.979938, 0, 0
9.979944, 1, 0
9.979948, 0, 1
9.979954, 1, 1
9.979960, 0, 0
9.979966, 1, 0
9.979970, 0, 0
9.979976, 1, 0
9.979980, 0, 0
9.979986, 1, 0
9.979990, 0, 0
9.979996, 1, 0
9.980002, 0, 0
9.980008, 1, 0
9.980012, 0, 0
9.980018, 1, 0
9.980022, 0, 0
9.980028, 1, 0
9.980032, 0, 0
9.980038, 1, 0
9.980044, 0, 0
9.980050, 1, 0
9.980054, 0, 0
9.980060, 1, 0
9.980064, 0, 0
9.980070, 1, 0
9.980076, 1, 1
9.980090, 1, 0
9.980094, 0, 1
9.980100, 1, 1
9.980104, 0, 1
9.980110, 1, 1
9.980114, 0, 0
9.980120, 1, 0
9.980126, 0, 1
9.980132, 1, 1
9.980136, 0, 0
9.980142, 1, 0
9.980146, 0, 0
9.980152, 1, 0
9.980156, 0, 0
9.980162, 1, 0
9.980168, 0, 0
9.980174, 1, 0
9.980178, 0, 0
9.980184, 1, 0
9.980188, 0, 0
9.980194, 1, 0
9.980198, 0, 0
9.980204, 1, 0
9.980210, 0, 0
9.980216, 1, 0
9.980220, 0, 1
9.980226, 1, 1
9.980230, 0, 1
9.980236, 1, 1
9.980240, 0, 1
9.980242, 0, 0
9.980246, 1, 0
9.980252, 0, 1
9.980258, 1, 1
9.980262, 0, 0
9.980268, 1, 0
9.980272, 0, 0
9.980278, 1, 0
9.980282, 0, 1
9.980284, 0, 0
9.980288, 1, 0
9.980294, 0, 0
9.980300, 1, 0
9.980304, 0, 0
9.980310, 1, 0
9.980314, 0, 0
9.980320, 1, 0
9.980324, 0, 0
9.980330, 1, 0
9.980336, 0, 0
9.980342, 1, 0
9.980346, 0, 0
9.980352, 1, 0
9.980356, 0, 1
9.980362, 1, 1
9.980366, 0, 0
9.980372, 1, 0
9.980378, 0, 0
9.980384, 1, 0
9.980388, 1, 1
9.980398, 1, 0
9.980402, 0, 0
9.980404, 0, 1
9.980408, 1, 1
9.980414, 0, 1
9.980420, 1, 1
9.980424, 0, 0
9.980430, 1, 0
9.980434, 0, 1
9.980440, 1, 1
9.980444, 0, 1
9.980446, 0, 0
9.980450, 1, 0
9.980456, 0, 0
9.980462, 1, 0
9.980466, 0, 0
9.980472, 1, 0
9.980476, 0, 0
9.980482, 1, 0
9.980486, 0, 0
9.980492, 1, 0
9.980498, 0, 0
9.980504, 1, 0
9.980508, 0, 0
9.980514, 1, 0
9.980518, 0, 0
9.980524, 1, 0
9.980528, 0, 0
9.980530, 0, 1
9.980536, 1, 1
9.980540, 0, 1
9.980546, 1, 1
9.980550, 0, 0
9.980556, 1, 0
9.980560, 0, 1
9.980566, 1, 1
9.980570, 0, 1
9.980578, 1, 1
9.980582, 0, 0
9.980588, 1, 0
9.980592, 0, 0
9.980598, 1, 0
9.980602, 0, 0
9.980608, 1, 0
9.980612, 0, 0
9.980620, 1, 0
9.980624, 0, 0
9.980630, 1, 0
9.980634, 0, 0
9.980640, 1, 0
9.980644, 0, 0
9.980650, 1, 0
9.980656, 0, 0
9.980662, 1, 0
9.980666, 0, 1
9.980672, 1, 1
9.980676, 0, 0
9.980682, 1, 0
9.980686, 0, 0
9.980692, 1, 0
9.980698, 1, 1
9.980708, 1, 0
9.980712, 0, 1
9.980718, 1, 1
9.980722, 0, 1
9.980728, 1, 1
9.980734, 0, 0
9.980740, 1, 0
9.980744, 0, 1
9.980750, 1, 1
9.980754, 0, 0
9.980760, 1, 0
9.980764, 0, 0
9.980772, 1, 0
9.980776, 0, 0
9.980782, 1, 0
9.980786, 0, 0
9.980792, 1, 0
9.980796, 0, 0
9.980802, 1, 0
9.980806, 0, 0
9.980814, 1, 0
9.980818, 0, 0
9.980824, 1, 0
9.980828, 0, 0
9.980834, 1, 0
9.980838, 0, 1
9.980844, 1, 1
9.980848, 0, 1
9.980856, 1, 1
9.980860, 0, 1
9.980866, 1, 1
9.980870, 0, 0
9.980876, 1, 0
9.980880, 0, 0
9.980886, 1, 0
9.980892, 0, 0
9.980898, 1, 0
9.980902, 0, 0
9.980908, 1, 0
9.980912, 0, 0
9.980918, 1, 0
9.980922, 0, 0
9.980928, 1, 0
9.980934, 0, 0
9.980940, 1, 0
9.980944, 0, 0
9.980950, 1, 0
9.980954, 0, 0
9.980960, 1, 0
9.980964, 0, 0
9.980970, 1, 0
9.980976, 0, 1
9.980982, 1, 1
9.980986, 0, 0
9.980992, 1, 0
9.980996, 0, 0
9.981002, 1, 0
9.981008, 1, 1
9.981668, 1, 0
9.981672, 0, 1
9.981678, 1, 1
9.981682, 0, 1
9.981688, 1, 1
9.981692, 0, 1
9.981694, 0, 0
9.981698, 1, 0
9.981704, 0, 1
9.981710, 1, 1
9.981714, 0, 0
9.981720, 1, 0
9.981724, 0, 0
9.981730, 1, 0
9.981734, 0, 0
9.981740, 1, 0
9.981746, 0, 0
9.981752, 1, 0
9.981756, 0, 0
9.981762, 1, 0
9.981766, 0, 0
9.981772, 1, 0
9.981776, 0, 0
9.981782, 1, 0
9.981788, 0, 1
9.981794, 1, 1
9.981798, 0, 1
9.981804, 1, 1
9.981808, 0, 1
9.981814, 1, 1
9.981818, 0, 1
9.981820, 0, 0
9.981824, 1, 0
9.981830, 0, 1
9.981836, 1, 1
9.981840, 0, 1
9.981846, 1, 1
9.981850, 0, 0
9.981856, 1, 0
9.981860, 0, 0
9.981862, 0, 1
9.981868, 1, 1
9.981872, 1, 0
9.981876, 0, 1
9.981882, 1, 1
9.981886, 0, 1
9.981892, 1, 1
9.981898, 0, 0
9.981904, 1, 0
9.981908, 0, 1
9.981914, 1, 1
9.981918, 0, 0
9.981924, 1, 0
9.981928, 0, 0
9.981934, 1, 0
9.981940, 0, 0
9.981946, 1, 0
9.981950, 0, 1
9.981956, 1, 1
9.981960, 0, 0
9.981966, 1, 0
9.981970, 0, 0
9.981976, 1, 0
9.981982, 0, 0
9.981988, 1, 0
9.981992, 0, 0
9.981998, 1, 0
9.982002, 0, 0
9.982008, 1, 0
9.982012, 0, 0
9.982020, 1, 0
9.982024, 0, 0
9.982030, 1, 0
9.982034, 0, 0
9.982040, 1, 0
9.982044, 0, 0
9.982050, 1, 0
9.982054, 0, 0
9.982056, 0, 1
9.982062, 1, 1
9.982066, 0, 0
9.982072, 1, 0
9.982076, 1, 1
10.481414, 1, 0
10.481418, 0, 1
10.481424, 1, 1
10.481428, 0, 1
10.481434, 1, 1
10.481440, 0, 0
10.481446, 1, 0
10.481450, 0, 1
10.481456, 1, 1
10.481460, 0, 0
10.481466, 1, 0
10.481470, 0, 0
10.481476, 1, 0
10.481482, 0, 0
10.481488, 1, 0
10.481492, 0, 0
10.481498, 1, 0
10.481502, 0, 0
10.481508, 1, 0
10.481512, 0, 1
10.481514, 0, 0
10.481518, 1, 0
10.481524, 0, 0
10.481530, 1, 0
10.481534, 0, 1
10.481540, 1, 1
10.481544, 0, 1
10.481550, 1, 1
10.481554, 0, 1
10.481560, 1, 1
10.481566, 0, 0
10.481572, 1, 0
10.481576, 0, 1
10.481582, 1, 1
10.481586, 0, 1
10.481592, 1, 1
10.481596, 0, 0
10.481602, 1, 0
10.481608, 0, 1
10.481614, 1, 1
10.481618, 1, 0
10.481622, 0, 0
10.481624, 0, 1
10.481628, 1, 1
10.481634, 0, 1
10.481640, 1, 1
10.481644, 0, 0
10.481650, 1, 0
10.481654, 0, 1
10.481660, 1, 1
10.481664, 0, 1
10.481666, 0, 0
10.481670, 1, 0
10.481676, 0, 0
10.481682, 1, 0
10.481686, 0, 0
10.481692, 1, 0
10.481696, 0, 1
10.481702, 1, 1
10.481706, 0, 0
10.481712, 1, 0
10.481718, 0, 0
10.481724, 1, 0
10.481728, 0, 0
10.481734, 1, 0
10.481738, 0, 0
10.481744, 1, 0
10.481748, 0, 0
10.481756, 1, 0
10.481760, 0, 0
10.481766, 1, 0
10.481770, 0, 0
10.481776, 1, 0
10.481780, 0, 0
10.481786, 1, 0
10.481790, 0, 0
10.481798, 1, 0
10.481802, 0, 1
10.481808, 1, 1
10.481812, 0, 0
10.481818, 1, 0
10.481822, 1, 1
10.981374, 1, 0
10.981378, 0, 1
10.981384, 1, 1
10.981388, 0, 1
10.981394, 1, 1
10.981398, 0, 1
10.981400, 0, 0
10.981404, 1, 0
10.981410, 0, 1
10.981416, 1, 1
10.981420, 0, 0
10.981426, 1, 0
10.981430, 0, 0
10.981436, 1, 0
10.981440, 0, 0
10.981446, 1, 0
10.981452, 0, 0
10.981458, 1, 0
10.981462, 0, 0
10.981468, 1, 0
10.981472, 0, 0
10.981478, 1, 0
10.981482, 0, 0
10.981488, 1, 0
10.981494, 0, 1
10.981500, 1, 1
10.981504, 0, 1
10.981510, 1, 1
10.981514, 0, 1
10.981520, 1, 1
10.981524, 0, 1
10.981526, 0, 0
10.981532, 1, 0
10.981536, 0, 1
10.981542, 1, 1
10.981546, 0, 1
10.981552, 1, 1
10.981556, 0, 0
10.981562, 1, 0
10.981566, 0, 0
10.981568, 0, 1
10.981574, 1, 1
10.981578, 1, 0
10.981582, 0, 1
10.981588, 1, 1
10.981592, 0, 1
10.981598, 1, 1
10.981604, 0, 0
10.981610, 1, 0
10.981614, 0, 1
10.981620, 1, 1
10.981624, 0, 0
10.981630, 1, 0
10.981634, 0, 0
10.981642, 1, 0
10.981646, 0, 0
10.981652, 1, 0
10.981656, 0, 1
10.981662, 1, 1
10.981666, 0, 0
10.981672, 1, 0
10.981676, 0, 0
10.981684, 1, 0
10.981688, 0, 0
10.981694, 1, 0
10.981698, 0, 0
10.981704, 1, 0
10.981708, 0, 0
10.981714, 1, 0
10.981718, 0, 0
10.981726, 1, 0
10.981730, 0, 0
10.981736, 1, 0
10.981740, 0, 0
10.981746, 1, 0
10.981750, 0, 0
10.981756, 1, 0
10.981762, 0, 1
10.981768, 1, 1
10.981772, 0, 0
10.981778, 1, 0
10.981782, 1, 1
11.481374, 1, 0
11.481378, 0, 1
11.481384, 1, 1
11.481388, 0, 1
11.481394, 1, 1
11.481398, 0, 0
11.481404, 1, 0
11.481410, 0, 1
11.481416, 1, 1
11.481420, 0, 0
11.481426, 1, 0
11.481430, 0, 0
11.481436, 1, 0
11.481440, 0, 0
11.481446, 1, 0
11.481452, 0, 0
11.481458, 1, 0
11.481462, 0, 0
11.481468, 1, 0
11.481472, 0, 0
11.481478, 1, 0
11.481482, 0, 0
11.481488, 1, 0
11.481494, 0, 1
11.481500, 1, 1
11.481504, 0, 1
11.481510, 1, 1
11.481514, 0, 1
11.481520, 1, 1
11.481524, 0, 0
11.481530, 1, 0
11.481536, 0, 1
11.481542, 1, 1
11.481546, 0, 1
11.481552, 1, 1
11.481556, 0, 0
11.481562, 1, 0
11.481566, 0, 1
11.481572, 1, 1
11.481578, 1, 0
11.481582, 0, 1
11.481588, 1, 1
11.481592, 0, 1
11.481598, 1, 1
11.481604, 0, 0
11.481610, 1, 0
11.481614, 0, 1
11.481620, 1, 1
11.481624, 0, 0
11.481630, 1, 0
11.481634, 0, 0
11.481640, 1, 0
11.481646, 0, 0
11.481652, 1, 0
11.481656, 0, 1
11.481662, 1, 1
11.481666, 0, 0
11.481672, 1, 0
11.481676, 0, 0
11.481682, 1, 0
11.481688, 0, 0
11.481694, 1, 0
11.481698, 0, 0
11.481704, 1, 0
11.481708, 0, 0
11.481714, 1, 0
11.481718, 0, 0
11.481724, 1, 0
11.481730, 0, 0
11.481736, 1, 0
11.481740, 0, 0
11.481746, 1, 0
11.481750, 0, 0
11.481756, 1, 0
11.481760, 0, 1
11.481766, 1, 1
11.481772, 0, 0
11.481778, 1, 0
11.481782, 1, 1
11.981372, 1, 0
11.981376, 0, 1
11.981382, 1, 1
11.981386, 0, 1
11.981394, 1, 1
11.981398, 0, 0
11.981404, 1, 0
11.981408, 0, 1
11.981414, 1, 1
11.981418, 0, 0
11.981424, 1, 0
11.981430, 0, 0
11.981436, 1, 0
11.981440, 0, 0
11.981446, 1, 0
11.981450, 0, 0
11.981456, 1, 0
11.981460, 0, 0
11.981466, 1, 0
11.981472, 0, 0
11.981478, 1, 0
11.981482, 0, 0
11.981488, 1, 0
11.981492, 0, 1
11.981498, 1, 1
11.981502, 0, 1
11.981508, 1, 1
11.981514, 0, 1
11.981520, 1, 1
11.981524, 0, 0
11.981530, 1, 0
11.981534, 0, 1
11.981540, 1, 1
11.981544, 0, 1
11.981550, 1, 1
11.981556, 0, 0
11.981562, 1, 0
11.981566, 0, 1
11.981572, 1, 1
11.981576, 1, 0
11.981582, 0, 1
11.981588, 1, 1
11.981592, 0, 1
11.981598, 1, 1
11.981602, 0, 0
11.981608, 1, 0
11.981612, 0, 0
11.981614, 0, 1
11.981618, 1, 1
11.981624, 0, 0
11.981630, 1, 0
11.981634, 0, 0
11.981640, 1, 0
11.981644, 0, 0
11.981650, 1, 0
11.981654, 0, 0
11.981656, 0, 1
11.981660, 1, 1
11.981666, 0, 0
11.981672, 1, 0
11.981676, 0, 0
11.981682, 1, 0
11.981686, 0, 0
11.981692, 1, 0
11.981696, 0, 0
11.981702, 1, 0
11.981708, 0, 0
11.981714, 1, 0
11.981718, 0, 0
11.981724, 1, 0
11.981728, 0, 0
11.981734, 1, 0
11.981738, 0, 0
11.981744, 1, 0
11.981750, 0, 0
11.981756, 1, 0
11.981760, 0, 1
11.981766, 1, 1
11.981770, 0, 0
11.981776, 1, 0
11.981782, 1, 1
12.481374, 1, 0
12.481378, 0, 1
12.481384, 1, 1
12.481388, 0, 1
12.481394, 1, 1
12.481398, 0, 0
12.481404, 1, 0
12.481408, 0, 0
12.481410, 0, 1
12.481416, 1, 1
12.481420, 0, 0
12.481426, 1, 0
12.481430, 0, 0
12.481436, 1, 0
12.481440, 0, 0
12.481446, 1, 0
12.481452, 0, 0
12.481458, 1, 0
12.481462, 0, 0
12.481468, 1, 0
12.481472, 0, 0
12.481478, 1, 0
12.481482, 0, 0
12.481488, 1, 0
12.481494, 0, 1
12.481500, 1, 1
12.481504, 0, 1
12.481510, 1, 1
12.481514, 0, 1
12.481520, 1, 1
12.481524, 0, 0
12.481530, 1, 0
12.481536, 0, 1
12.481542, 1, 1
12.481546, 0, 1
12.481552, 1, 1
12.481556, 0, 0
12.481562, 1, 0
12.481566, 0, 1
12.481572, 1, 1
12.481578, 1, 0
12.481582, 0, 1
12.481588, 1, 1
12.481592, 0, 1
12.481598, 1, 1
12.481604, 0, 0
12.481610, 1, 0
12.481614, 0, 1
12.481620, 1, 1
12.481624, 0, 0
12.481630, 1, 0
12.481634, 0, 0
12.481640, 1, 0
12.481646, 0, 0
12.481652, 1, 0
12.481656, 0, 1
12.481662, 1, 1
12.481666, 0, 0
12.481672, 1, 0
12.481676, 0, 0
12.481682, 1, 0
12.481688, 0, 0
12.481694, 1, 0
12.481698, 0, 0
12.481704, 1, 0
12.481708, 0, 0
12.481714, 1, 0
12.481718, 0, 0
12.481724, 1, 0
12.481730, 0, 0
12.481736, 1, 0
12.481740, 0, 0
12.481746, 1, 0
12.481750, 0, 0
12.481756, 1, 0
12.481760, 0, 1
12.481766, 1, 1
12.481772, 0, 0
12.481778, 1, 0
12.481782, 1, 1
12.981374, 1, 0
12.981380, 0, 1
12.981386, 1, 1
12.981390, 0, 1
12.981396, 1, 1
12.981400, 0, 0
12.981406, 1, 0
12.981410, 0, 0
12.981412, 0, 1
12.981416, 1, 1
12.981422, 0, 0
12.981428, 1, 0
12.981432, 0, 0
12.981438, 1, 0
12.981442, 0, 0
12.981448, 1, 0
12.981452, 0, 0
12.981458, 1, 0
12.981464, 0, 0
12.981470, 1, 0
12.981474, 0, 0
12.981480, 1, 0
12.981484, 0, 0
12.981490, 1, 0
12.981494, 0, 0
12.981496, 0, 1
12.981500, 1, 1
12.981506, 0, 1
12.981512, 1, 1
12.981516, 0, 1
12.981522, 1, 1
12.981526, 0, 0
12.981532, 1, 0
12.981536, 0, 0
12.981538, 0, 1
12.981544, 1, 1
12.981548, 0, 1
12.981554, 1, 1
12.981558, 0, 0
12.981564, 1, 0
12.981568, 0, 1
12.981574, 1, 1
12.981580, 1, 0
12.981584, 0, 1
12.981590, 1, 1
12.981594, 0, 1
12.981600, 1, 1
12.981604, 0, 1
12.981606, 0, 0
12.981610, 1, 0
12.981616, 0, 1
12.981622, 1, 1
12.981626, 0, 0
12.981632, 1, 0
12.981636, 0, 0
12.981642, 1, 0
12.981646, 0, 0
12.981654, 1, 0
12.981658, 0, 1
12.981664, 1, 1
12.981668, 0, 0
12.981674, 1, 0
12.981678, 0, 0
12.981684, 1, 0
12.981688, 0, 0
12.981696, 1, 0
12.981700, 0, 0
12.981706, 1, 0
12.981710, 0, 0
12.981716, 1, 0
12.981720, 0, 0
12.981726, 1, 0
12.981730, 0, 0
12.981738, 1, 0
12.981742, 0, 0
12.981748, 1, 0
12.981752, 0, 0
12.981758, 1, 0
12.981762, 0, 1
12.981768, 1, 1
12.981774, 0, 0
12.981780, 1, 0
12.981784, 1, 1
13.481374, 1, 0
13.481378, 0, 1
13.481384, 1, 1
13.481388, 0, 1
13.481394, 1, 1
13.481398, 0, 1
13.481400, 0, 0
13.481404, 1, 0
13.481410, 0, 1
13.481416, 1, 1
13.481420, 0, 0
13.481426, 1, 0
13.481430, 0, 0
13.481436, 1, 0
13.481440, 0, 0
13.481446, 1, 0
13.481452, 0, 0
13.481458, 1, 0
13.481462, 0, 0
13.481468, 1, 0
13.481472, 0, 0
13.481478, 1, 0
13.481482, 0, 0
13.481490, 1, 0
13.481494, 0, 1
13.481500, 1, 1
13.481504, 0, 1
13.481510, 1, 1
13.481514, 0, 1
13.481520, 1, 1
13.481524, 0, 1
13.481526, 0, 0
13.481532, 1, 0
13.481536, 0, 1
13.481542, 1, 1
13.481546, 0, 1
13.481552, 1, 1
13.481556, 0, 0
13.481562, 1, 0
13.481568, 0, 1
13.481574, 1, 1
13.481578, 1, 0
13.481582, 0, 1
13.481588, 1, 1
13.481592, 0, 1
13.481598, 1, 1
13.481604, 0, 0
13.481610, 1, 0
13.481614, 0, 1
13.481620, 1, 1
13.481624, 0, 0
13.481630, 1, 0
13.481634, 0, 0
13.481642, 1, 0
13.481646, 0, 0
13.481652, 1, 0
13.481656, 0, 1
13.481662, 1, 1
13.481666, 0, 0
13.481672, 1, 0
13.481676, 0, 0
13.481684, 1, 0
13.481688, 0, 0
13.481694, 1, 0
13.481698, 0, 0
13.481704, 1, 0
13.481708, 0, 0
13.481714, 1, 0
13.481720, 0, 0
13.481726, 1, 0
13.481730, 0, 0
13.481736, 1, 0
13.481740, 0, 0
13.481746, 1, 0
13.481750, 0, 0
13.481756, 1, 0
13.481762, 0, 1
13.481768, 1, 1
13.481772, 0, 0
13.481778, 1, 0
13.481782, 1, 1
13.981372, 1, 0
13.981376, 0, 0
13.981378, 0, 1
13.981382, 1, 1
13.981388, 0, 1
13.981394, 1, 1
13.981398, 0, 0
13.981404, 1, 0
13.981408, 0, 1
13.981414, 1, 1
13.981418, 0, 1
13.981420, 0, 0
13.981424, 1, 0
13.981430, 0, 0
13.981436, 1, 0
13.981440, 0, 0
13.981446, 1, 0
13.981450, 0, 0
13.981456, 1, 0
13.981460, 0, 0
13.981466, 1, 0
13.981472, 0, 0
13.981478, 1, 0
13.981482, 0, 0
13.981488, 1, 0
13.981492, 0, 1
13.981498, 1, 1
13.981502, 0, 1
13.981510, 1, 1
13.981514, 0, 1
13.981520, 1, 1
13.981524, 0, 0
13.981530, 1, 0
13.981534, 0, 1
13.981540, 1, 1
13.981544, 0, 1
13.981552, 1, 1
13.981556, 0, 0
13.981562, 1, 0
13.981566, 0, 1
13.981572, 1, 1
13.981576, 1, 0
13.981582, 0, 1
13.981588, 1, 1
13.981592, 0, 1
13.981598, 1, 1
13.981602, 0, 0
13.981608, 1, 0
13.981612, 0, 0
13.981614, 0, 1
13.981618, 1, 1
13.981624, 0, 0
13.981630, 1, 0
13.981634, 0, 0
13.981640, 1, 0
13.981644, 0, 0
13.981650, 1, 0
13.981654, 0, 0
13.981656, 0, 1
13.981662, 1, 1
13.981666, 0, 0
13.981672, 1, 0
13.981676, 0, 0
13.981682, 1, 0
13.981686, 0, 0
13.981692, 1, 0
13.981696, 0, 0
13.981704, 1, 0
13.981708, 0, 0
13.981714, 1, 0
13.981718, 0, 0
13.981724, 1, 0
13.981728, 0, 0
13.981734, 1, 0
13.981740, 0, 0
13.981746, 1, 0
13.981750, 0, 0
13.981756, 1, 0
13.981760, 0, 1
13.981766, 1, 1
13.981770, 0, 0
13.981776, 1, 0
13.981782, 1, 1
14.481370, 1, 0
14.481374, 0, 1
14.481380, 1, 1
14.481386, 0, 1
14.481392, 1, 1
14.481396, 0, 0
14.481402, 1, 0
14.481406, 0, 1
14.481412, 1, 1
14.481416, 0, 0
14.481422, 1, 0
14.481428, 0, 0
14.481434, 1, 0
14.481438, 0, 0
14.481444, 1, 0
14.481448, 0, 0
14.481454, 1, 0
14.481458, 0, 0
14.481464, 1, 0
14.481470, 0, 0
14.481476, 1, 0
14.481480, 0, 0
14.481486, 1, 0
14.481490, 0, 1
14.481496, 1, 1
14.481500, 0, 1
14.481506, 1, 1
14.481512, 0, 1
14.481518, 1, 1
14.481522, 0, 0
14.481528, 1, 0
14.481532, 0, 1
14.481538, 1, 1
14.481542, 0, 1
14.481548, 1, 1
14.481554, 0, 0
14.481560, 1, 0
14.481564, 0, 1
14.481570, 1, 1
14.481574, 1, 0
14.481580, 0, 1
14.481586, 1, 1
14.481590, 0, 1
14.481596, 1, 1
14.481600, 0, 0
14.481606, 1, 0
14.481610, 0, 0
14.481612, 0, 1
14.481616, 1, 1
14.481622, 0, 0
14.481628, 1, 0
14.481632, 0, 0
14.481638, 1, 0
14.481642, 0, 0
14.481648, 1, 0
14.481652, 0, 0
14.481654, 0, 1
14.481658, 1, 1
14.481664, 0, 0
14.481670, 1, 0
14.481674, 0, 0
14.481680, 1, 0
14.481684, 0, 0
14.481690, 1, 0
14.481694, 0, 0
14.481700, 1, 0
14.481706, 0, 0
14.481712, 1, 0
14.481716, 0, 0
14.481722, 1, 0
14.481726, 0, 0
14.481732, 1, 0
14.481736, 0, 0
14.481742, 1, 0
14.481748, 0, 0
14.481754, 1, 0
14.481758, 0, 1
14.481764, 1, 1
14.481768, 0, 0
14.481774, 1, 0
14.481780, 1, 1
14.981374, 1, 0
14.981380, 0, 1
14.981386, 1, 1
14.981390, 0, 1
14.981396, 1, 1
14.981400, 0, 0
14.981406, 1, 0
14.981410, 0, 0
14.981412, 0, 1
14.981416, 1, 1
14.981422, 0, 0
14.981428, 1, 0
14.981432, 0, 0
14.981438, 1, 0
14.981442, 0, 0
14.981448, 1, 0
14.981452, 0, 0
14.981458, 1, 0
14.981464, 0, 0
14.981470, 1, 0
14.981474, 0, 0
14.981480, 1, 0
14.981484, 0, 0
14.981490, 1, 0
14.981494, 0, 0
14.981496, 0, 1
14.981500, 1, 1
14.981506, 0, 1
14.981512, 1, 1
14.981516, 0, 1
14.981522, 1, 1
14.981526, 0, 0
14.981532, 1, 0
14.981536, 0, 0
14.981538, 0, 1
14.981542, 1, 1
14.981548, 0, 1
14.981554, 1, 1
14.981558, 0, 0
14.981564, 1, 0
14.981568, 0, 1
14.981574, 1, 1
14.981580, 1, 0
14.981584, 0, 1
14.981590, 1, 1
14.981594, 0, 1
14.981600, 1, 1
14.981604, 0, 1
14.981606, 0, 0
14.981610, 1, 0
14.981616, 0, 1
14.981622, 1, 1
14.981626, 0, 0
14.981632, 1, 0
14.981636, 0, 0
14.981642, 1, 0
14.981646, 0, 0
14.981652, 1, 0
14.981658, 0, 1
14.981664, 1, 1
14.981668, 0, 0
14.981674, 1, 0
14.981678, 0, 0
14.981684, 1, 0
14.981688, 0, 0
14.981694, 1, 0
14.981700, 0, 0
14.981706, 1, 0
14.981710, 0, 0
14.981716, 1, 0
14.981720, 0, 0
14.981726, 1, 0
14.981730, 0, 0
14.981736, 1, 0
14.981742, 0, 0
14.981748, 1, 0
14.981752, 0, 0
14.981758, 1, 0
14.981762, 0, 1
14.981768, 1, 1
14.981772, 0, 1
14.981774, 0, 0
14.981780, 1, 0
14.981784, 1, 1
